Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[infect]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[protocol]	Characteristics[disease]	Characteristics[sex]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Protocol REF	Protocol REF	Derived Array Data File	Protocol REF	Derived Array Data File	Protocol REF	Protocol REF	Derived Array Data File	Factor Value[infect]	Factor Value[time]	Unit[time unit]
Pla_HDBR13661576	ERS18335681	SAMEA115337504	Homo sapiens	EGD-cGFP	Hrv236	Lm infected	14pcw	placenta	scRNAseq	L. monocytogenes  infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13661576	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13661576_S1_L001		sequencing assay	ERX12060319	P-MTAB-141385	Pla_HDBR13661576_S1_L001_R2_001.fastq.gz	Pla_HDBR13661576_S1_L001_R2_001.fastq.gz	ERR12686199	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686199/Pla_HDBR13661576_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13661576_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_matrix.mtx.gz	Lm infected	48hpi	hour
Pla_HDBR13661576	ERS18335681	SAMEA115337504	Homo sapiens	EGD-cGFP	Hrv236	Lm infected	14pcw	placenta	scRNAseq	L. monocytogenes  infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13661576	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13661576_S1_L001		sequencing assay	ERX12060319	P-MTAB-141385	Pla_HDBR13661576_S1_L001_I2_001.fastq.gz	Pla_HDBR13661576_S1_L001_I2_001.fastq.gz	ERR12686199	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686199/Pla_HDBR13661576_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13661576_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_matrix.mtx.gz	Lm infected	48hpi	hour
Pla_HDBR13661576	ERS18335681	SAMEA115337504	Homo sapiens	EGD-cGFP	Hrv236	Lm infected	14pcw	placenta	scRNAseq	L. monocytogenes  infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13661576	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13661576_S1_L001		sequencing assay	ERX12060319	P-MTAB-141385	Pla_HDBR13661576_S1_L001_R1_001.fastq.gz	Pla_HDBR13661576_S1_L001_R1_001.fastq.gz	ERR12686199	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686199/Pla_HDBR13661576_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13661576_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13661576_matrix.mtx.gz	Lm infected	48hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L002	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L002_I1_001.fastq.gz	Pla_HDBR13798223_S1_L002_I1_001.fastq.gz	ERR12686174	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686174/Pla_HDBR13798223_S1_L002_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L002	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L002_R2_001.fastq.gz	Pla_HDBR13798223_S1_L002_R2_001.fastq.gz	ERR12686174	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686174/Pla_HDBR13798223_S1_L002_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L003	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L003_R1_001.fastq.gz	Pla_HDBR13798223_S1_L003_R1_001.fastq.gz	ERR12686170	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686170/Pla_HDBR13798223_S1_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L001	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L001_R1_001.fastq.gz	Pla_HDBR13798223_S1_L001_R1_001.fastq.gz	ERR12686200	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686200/Pla_HDBR13798223_S1_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L003	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L003_I1_001.fastq.gz	Pla_HDBR13798223_S1_L003_I1_001.fastq.gz	ERR12686170	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686170/Pla_HDBR13798223_S1_L003_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L001	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L001_I1_001.fastq.gz	Pla_HDBR13798223_S1_L001_I1_001.fastq.gz	ERR12686200	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686200/Pla_HDBR13798223_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L003	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L003_R2_001.fastq.gz	Pla_HDBR13798223_S1_L003_R2_001.fastq.gz	ERR12686170	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686170/Pla_HDBR13798223_S1_L003_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L001	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L001_I2_001.fastq.gz	Pla_HDBR13798223_S1_L001_I2_001.fastq.gz	ERR12686200	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686200/Pla_HDBR13798223_S1_L001_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L002	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L002_I2_001.fastq.gz	Pla_HDBR13798223_S1_L002_I2_001.fastq.gz	ERR12686174	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686174/Pla_HDBR13798223_S1_L002_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L001	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L001_R2_001.fastq.gz	Pla_HDBR13798223_S1_L001_R2_001.fastq.gz	ERR12686200	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686200/Pla_HDBR13798223_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L002	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L002_R1_001.fastq.gz	Pla_HDBR13798223_S1_L002_R1_001.fastq.gz	ERR12686174	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686174/Pla_HDBR13798223_S1_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798223	ERS18335682	SAMEA115337505	Homo sapiens		Hrv241, Hrv242	control/ none	CS23,13pcw	placenta	scRNAseq	control/ none	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798223	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798223_S1_L003	group 3	sequencing assay	ERX12060320	P-MTAB-141385	Pla_HDBR13798223_S1_L003_I2_001.fastq.gz	Pla_HDBR13798223_S1_L003_I2_001.fastq.gz	ERR12686170	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686170/Pla_HDBR13798223_S1_L003_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798223_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798223_matrix.mtx.gz	control/ none	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L001	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L001_R2_001.fastq.gz	Pla_HDBR13798224_S1_L001_R2_001.fastq.gz	ERR12686172	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686172/Pla_HDBR13798224_S1_L001_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L002	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L002_R1_001.fastq.gz	Pla_HDBR13798224_S1_L002_R1_001.fastq.gz	ERR12686214	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686214/Pla_HDBR13798224_S1_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L003	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L003_I2_001.fastq.gz	Pla_HDBR13798224_S1_L003_I2_001.fastq.gz	ERR12686218	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686218/Pla_HDBR13798224_S1_L003_I2_001.fastq.gz	sample_barcode	index2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L002	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L002_R2_001.fastq.gz	Pla_HDBR13798224_S1_L002_R2_001.fastq.gz	ERR12686214	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686214/Pla_HDBR13798224_S1_L002_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L003	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L003_R1_001.fastq.gz	Pla_HDBR13798224_S1_L003_R1_001.fastq.gz	ERR12686218	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686218/Pla_HDBR13798224_S1_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L003	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L003_R2_001.fastq.gz	Pla_HDBR13798224_S1_L003_R2_001.fastq.gz	ERR12686218	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686218/Pla_HDBR13798224_S1_L003_R2_001.fastq.gz	single	read2	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
Pla_HDBR13798224	ERS18335683	SAMEA115337506	Homo sapiens	RH-HX	Hrv241, Hrv242	Tg infected	CS23,13pcw	placenta	scRNAseq	T. gondii infected	Unknown	organism part	P-MTAB-141382		P-MTAB-141388	P-MTAB-141384	Pla_HDBR13798224	RNA	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read2	0	91	0	read1	16	3 prime tag	polyA RNA	10x 3' v3	oligo-dT	0	index1	8	10x technology	none	16	read1	12	P-MTAB-141385	Wellcome Sanger Institute	Pla_HDBR13798224_S1_L001	group 4	sequencing assay	ERX12060321	P-MTAB-141385	Pla_HDBR13798224_S1_L001_I1_001.fastq.gz	Pla_HDBR13798224_S1_L001_I1_001.fastq.gz	ERR12686172	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR126/ERR12686172/Pla_HDBR13798224_S1_L001_I1_001.fastq.gz	sample_barcode	index1	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_barcodes.tsv.gz	P-MTAB-141389	Pla_HDBR13798224_features.tsv.gz	P-MTAB-141386	P-MTAB-141389	Pla_HDBR13798224_matrix.mtx.gz	Tg infected	24hpi	hour
